type;fr;en;de;es;it;ja;pt;pl;ro;th;ar;cn;# glossaire.csv V1.1.0 - 07/01/2026 12:41:28
pa;à droite;on the right;rechts;a la derecha;a destra;右側;à direita;po prawej;pe dreapta;ทางขวา;على اليمين;右边;
pa;à gauche;to the left;links;a la izquierda;a sinistra;左へ;para a esquerda;w lewo;la stânga;ทางซ้าย;إلى اليسار;向左;
pa;à vie;for life;lebenslang;de por vida;per la vita;一生;para toda a vida;na całe życie;pentru viață;ตลอดชีวิต;مدى الحياة;终身;
pa;accentué;accentuated;betont;acentuado;accentuato;強調;acentuado;zaakcentowany;accentuat;เน้น;بارز;加重;
pa;accentuée;accentuated;betont;acentuado;accentuato;強調;acentuado;zaakcentowany;accentuat;เน้น;بارز;加重;
pa;ancré;anchored;verankert;anclado;ancorato;アンカー付き;ancorado;zakotwiczony;ancorat;ยึดไว้;مثبتة;锚定;
pa;ancrée;anchored;verankert;anclado;ancorato;アンカー付き;ancorado;zakotwiczony;ancorat;ยึดไว้;مثبتة;锚定;
pa;ancrées;anchored;verankert;anclado;ancorato;アンカー付き;ancorado;zakotwiczony;ancorat;ยึดไว้;مثبتة;锚定;
pa;ancrés;anchored;verankert;anclado;ancorato;アンカー付き;ancorado;zakotwiczony;ancorat;ยึดไว้;مثبتة;锚定;
pa;anormal;abnormal;abnormal;anormal;anormale;アブノーマル;anormal;nienormalny;anormale;ผิดปกติ;غير طبيعي;不正常;
pa;anormale;abnormal;abnormal;anormal;anormale;アブノーマル;anormal;nienormalny;anormale;ผิดปกติ;غير طبيعي;不正常;
pa;anormales;abnormal;abnormal;anormal;anormale;アブノーマル;anormal;nienormalny;anormale;ผิดปกติ;غير طبيعي;不正常;
pa;anormaux;abnormal;abnormal;anormal;anormale;アブノーマル;anormal;nienormalny;anormale;ผิดปกติ;غير طبيعي;不正常;
pa;antérieure;previous;anterior;anterior;precedente;前;anterior;poprzedni;anterior;ก่อนหน้า;السابق;以前;
pa;antérieures;previous;frühere;anterior;precedente;前;anterior;poprzedni;anterior;ก่อนหน้า;السابق;以前;
pa;après trauma;after trauma;nach Trauma;después de un traumatismo;dopo un trauma;外傷後;após um traumatismo;po urazie;după traumă;หลังการบาดเจ็บทางจิตใจ;بعد الصدمة;创伤后;
pa;arrière;rear;hinten;trasera;posteriore;リア;traseira;tył;spate;ด้านหลัง;الخلفية;后部;
pa;arrières;back;Hintergründe;volver;indietro;バック;voltar;z powrotem;înapoi;ด้านหลัง;العودة;后;
pa;asymétrique;asymmetrical;asymmetrisch;asimétrico;asimmetrico;非対称;assimétrico;asymetryczny;asimetrice;ไม่สมมาตร;غير متماثل;不对称;
pa;asymétriques;asymmetric;asymmetrisch;asimétrico;asimmetrico;非対称;assimétrico;asymetryczny;asimetric;ไม่สมมาตร;غير متماثل;对称;
pa;avants;front;Vorderseiten;frente;fronte;フロント;frente;przód;față;ส่งต่อ;الواجهة;战线;
pa;avec infection;with infection;mit Infektion;con infección;con infezione;感染を伴う;com infeção;z infekcją;cu infecție;ติดเชื้อ;بالعدوى;感染;
pa;bas;bottom;niedrig;fondo;fondo;下;fundo;dno;fund;ถุงน่อง;القاع;底层;
pa;bilateral;bilateral;bilateral;bilateral;bilaterale;二国間;bilateral;dwustronny;bilateral;สองฝ่าย;ثنائية;双边;
pa;blessure;injury;Verletzung;lesión;infortunio;傷害;lesão;uraz;prejudiciu;การบาดเจ็บ;الإصابة;外伤;
pa;blessures;injuries;Verletzungen;lesiones;lesioni;傷害;lesões;urazy;leziuni;การบาดเจ็บ;الإصابات;受伤;
pa;collé;glued;geklebt;pegado;incollato;接着剤付き;colado;przyklejony;lipite;ติดกาว;لاصق;粘着的;
pa;complète;complete;vollständig;completa;completo;完全;completo;kompletny;complet;สมบูรณ์;كاملة;完整;
pa;complexe;complex;Komplex;complejo;complesso;複雑;complexo;złożony;complex;ซับซ้อน;مجمع;复杂;
pa;complexes;complexes;Komplexe;complejos;complessi;コンプレックス;complexos;kompleksy;complexe;คอมเพล็กซ์;المجمعات;复合物;
pa;consultère;consultancy;consultère;consultoría;consulenza;コンサルタント;consultoria;doradztwo;consultanță;ที่ปรึกษา;الاستشارات;咨询;
pa;côté;at;Seite;en;a;で;em;na;la;ด้าน;في;于;
pa;coté droit;right side;rechte Seite;lado derecho;lato destro;右側;lado direito;prawa strona;partea dreaptă;ด้านขวา;الجانب الأيمن;右侧;
pa;coté gauche;left side;linke Seite;lado izquierdo;lato sinistro;左側;lado esquerdo;lewa strona;partea stângă;ด้านซ้าย;الجانب الأيسر;左侧;
pa;côtés;sides;Seiten;lados;lati;側面;lados;boki;părți;ด้าน;الجوانب;侧面;
pa;d1;d1;d1;d1;d1;d1;d1;d1;d1;d1;d1;d1;
pa;d2;d2;d2;d2;d2;d2;d2;d2;d2;d2;d2;d2;
pa;de chaque côté;on each side;auf jeder Seite;a cada lado;su ogni lato;両側;de cada lado;po każdej stronie;pe fiecare parte;แต่ละด้าน;على كل جانب;两边;
pa;de côté;sideways;von der Seite;de lado;lateralmente;横に;de lado;na boki;lateral;นอกเรื่อง;جانبية;侧面;
pa;de droite;on the right;von rechts;a la derecha;a destra;右側;à direita;po prawej;pe dreapta;ฝ่ายขวา;على اليمين;右边;
pa;de face;from the front;von vorne;de frente;dal fronte;正面から;a partir da frente;od przodu;din față;หน้า;من الأمام;从正面;
pa;de gauche;left-wing;von links;de izquierdas;di sinistra;左翼;de esquerda;lewica;de stânga;ฝ่ายซ้าย;يساري;左翼;
pa;de la puberté;of puberty;der Pubertät;pubertad;pubertà;思春期;puberdade;dojrzewanie;pubertate;ของการเข้าสู่วัยเจริญพันธุ์;سن البلوغ;发育期;
pa;de nuit;nighttime;in der Nacht;de noche;di notte;夜に;à noite;nocą;de noapte;ตอนกลางคืน;ليلاً;晚上;
pa;de suite;immediately;de suite;ahora mismo;in questo momento;只今;agora mesmo;teraz;chiar acum;ทันที;الآن;马上;
pa;définitif;definitive;endgültig;final;finale;最終;final;finał;final;สุดท้าย;نهائي;终局;
pa;définitifs;definitive;endgültig;final;finale;最終;final;finał;final;สุดท้าย;نهائي;终局;
pa;définitive;definitive;endgültig;definitivo;definitivo;決定的;definitivo;ostateczny;definitiv;สุดท้าย;نهائي;断然;
pa;définitives;definitive;endgültig;final;finale;最終;final;finał;final;สุดท้าย;نهائي;终局;
pa;dent du centre;centre tooth;Mittelzahn;diente central;dente centrale;中歯;dente central;środkowy ząb;dinte central;ฟันกลาง;السن الوسطي;中心齿;
pa;dents centrales;central teeth;Mittelzähne;dientes centrales;denti centrali;中央の歯;dentes centrais;zęby centralne;dinți centrali;ฟันกลาง;الأسنان المركزية;中齿;
pa;derrière;behind;hinter;detrás de;dietro;ビハインド;atrás;z tyłu;din spate;เบื้องหลัง;خلف;后;
pa;derrières;behind;Hintergründe;detrás de;dietro;ビハインド;atrás;z tyłu;din spate;ด้านหลัง;خلف;后;
pa;des deux côtés;on both sides;auf beiden Seiten;en ambos lados;su entrambi i lati;両側;em ambos os lados;po obu stronach;pe ambele părți;ทั้งสองด้าน;على كلا الجانبين;两侧;
pa;détachable;detachable;abnehmbar;desmontable;staccabile;取り外し可能;destacável;odłączalny;detașabil;ถอดออกได้;قابل للفصل;可拆卸;
pa;deux côtés;both sides;zwei Seiten;ambos lados;entrambi i lati;両側;ambos os lados;obie strony;ambele părți;ทั้งสองฝ่าย;كلا الجانبين;两侧;
pa;devant;in front;vor;a;a;への;para;do;pentru;หน้า;إلى;至;
pa;div 1;div 1;div 1;div 1;div 1;1割;div 1;div 1;div 1;div 1;الشعبة 1;div 1;
pa;div 2;div 2;div 2;div 2;div 2;ディブ2;div 2;div 2;div 2;div 2;الشعبة 2;分隔 2;
pa;div1;div1;div1;div1;div1;ディヴワン;div1;div1;div1;div1;ديف1;div1;
pa;div2;div2;div2;div2;div2;ディブ2;div2;div2;div2;div2;الشعبة 2;div2;
pa;doigt;finger;Finger;dedo;dito;指;dedo;palec;deget;นิ้ว;الإصبع;手指;
pa;du fond;at the back;vom Boden;fondo;fondo;下;fundo;dno;fund;จากก้นบึ้ง;القاع;底层;
pa;du jour;of the day;des Tages;del día;del giorno;今日の;do dia;dnia;a zilei;รายวัน;اليوم;当天;
pa;du matin;morning;des Morgens;mañana;mattina;モーニング;manhã;poranek;dimineața;เช้า;الصباح;早上;
pa;du soir;evening;des Abends;noche;sera;イブニング;noite;wieczór;seara;เย็น;المساء;晚上;
pa;d'un seul côté;on one side only;von einer Seite;unilateral;unilaterale;一方的;unilateral;jednostronny;unilateral;ฝ่ายเดียว;من جانب واحد;片面的;
pa;égal;equal;gleich;igual;uguale;同等;igual;równy;egal;เท่าเทียม;متساوية;与...相当;
pa;égale;equal;gleich;es igual a;uguale;イコール;iguais;równi;egali;เท่าเทียม;يساوي;等于;
pa;en bas;below;nach unten;debajo de;sotto;以下;abaixo;poniżej;mai jos;ด้านล่าง;أدناه;低于;
pa;en haut;up;nach oben;arriba;su;上;para cima;w górę;sus;ชั้นบน;لأعلى;向上;
pa;entier;integer;ganze Zahl;entero;intero;整数;inteiro;liczba całkowita;număr întreg;ทั้งหมด;عدد صحيح;整数;
pa;entière;entire;ganz;todo;intero;全体;inteiro;całość;întreg;ทั้งหมด;بالكامل;全部;
pa;entières;entire;ganz;todo;intero;全体;inteiro;całość;întreg;ทั้งหมด;بالكامل;全部;
pa;entiers;integers;ganze Zahlen;números enteros;numeri interi;整数;números inteiros;liczby całkowite;numere întregi;จำนวนเต็ม;الأعداد الصحيحة;整数;
pa;équilibré;balanced;ausgeglichen;equilibrado;equilibrato;バランスの取れた;equilibrado;zrównoważony;echilibrat;สมดุล;متوازن;平衡;
pa;équilibrée;balanced;ausgeglichen;equilibrado;equilibrato;バランスの取れた;equilibrado;zrównoważony;echilibrat;สมดุล;متوازن;平衡;
pa;équilibrées;balanced;ausgeglichen;equilibrado;equilibrato;バランスの取れた;equilibrado;zrównoważony;echilibrat;สมดุล;متوازن;平衡;
pa;équilibrés;balanced;ausgeglichen;equilibrado;equilibrato;バランスの取れた;equilibrado;zrównoważony;echilibrat;สมดุล;متوازن;平衡;
pa;expansionne;expansionne;expandiert;expansionne;espansione;エキスパンション;expansão;expansionne;expansionne;ผู้ขยายอำนาจ;التوسعة;扩展;
pa;expansionnes;expansionnes;expansionnes;expansionnes;espansioni;エクスパンションネス;expansões;rozszerzenia;expansiuni;ผู้ขยายอำนาจ;التوسعة;扩展;
pa;extractible;removable;ausziehbar;extraíble;rimovibile;リムーバブル;amovível;usuwalny;detașabil;ถอดออกได้;قابل للإزالة;可拆卸;
pa;extrême;extreme;extrem;extremo;estremo;エクストリーム;extremo;ekstremalny;extreme;สุดขีด;متطرف;极致;
pa;face;face;face;cara;viso;顔;rosto;twarz;față;ด้าน;الوجه;脸庞;
pa;grave;serious;ernst;serio;serio;シリアス;grave;poważny;grave;จริงจัง;جادة;严重;
pa;graves;serious;ernst;serio;serio;シリアス;grave;poważny;grave;จริงจัง;جادة;严重;
pa;harmonieuse;harmonious;harmonisch;armonioso;armonioso;和気あいあい;harmonioso;harmonijny;armonios;กลมกลืน;متناغم;谐;
pa;harmonieuses;harmonious;harmonische;armonioso;armonioso;和気あいあい;harmonioso;harmonijny;armonios;กลมกลืน;متناغم;谐;
pa;harmonieux;harmonious;harmonisch;armonioso;armonioso;和気あいあい;harmonioso;harmonijny;armonios;กลมกลืน;متناغم;谐;
pa;haut;top;hoch;top;top;トップ;topo;top;top;บนสุด;أعلى;顶级;
pa;impactionnes;impactionnes;impaktionniert;impactionnes;impazienza;インパクションネス;impactação;uderzenia;impactionnes;มีผลกระทบ;التأثيرات;不耐久性;
pa;important;important;wichtig;importante;importante;重要;importante;ważny;important;สำคัญ;مهم;重要;
pa;importante;important;wichtig;importante;importante;重要;importante;ważny;important;สำคัญ;مهم;重要;
pa;importantes;important;wichtige;importante;importante;重要;importante;ważny;important;สำคัญ;مهم;重要;
pa;importants;important;wichtige;importante;importante;重要;importante;ważny;important;สำคัญ;مهم;重要;
pa;incluse;included;eingeschlossen;incluido;incluso;付属;incluído;w zestawie;incluse;รวมอยู่ด้วย;متضمنة;包括;
pa;incluses;included;eingeschlossen;incluido;incluso;付属;incluído;w zestawie;incluse;รวมอยู่ด้วย;متضمنة;包括;
pa;inclusse;incl.;inbegriffen;incl.;incl.;を含む。;incl.;w tym.;incl.;รวมอยู่ด้วย;بما في ذلك.;包括;
pa;infecté;infected;infiziert;infectado;infetto;感染した;infetado;zainfekowany;infectat;ติดเชื้อ;مصاب;受感染;
pa;infectée;infected;infiziert;infectado;infetto;感染した;infetado;zainfekowany;infectat;ติดเชื้อ;مصاب;受感染;
pa;infectées;infected;infiziert;infectado;infetto;感染した;infetado;zainfekowany;infectat;ติดเชื้อ;مصاب;受感染;
pa;infectés;infected;infiziert;infectado;infetto;感染した;infetado;zainfekowany;infectat;ติดเชื้อ;مصاب;受感染;
pa;inférieur;lower;niedriger;inferior;inferiore;下げる;inferior;niższy;inferior;ต่ำลง;أقل;降低;
pa;inférieure;lower;untere;inferior;inferiore;下げる;inferior;niższy;inferior;ต่ำลง;أقل;降低;
pa;intégré;integrated;integriert;integrado;integrato;統合;integrado;zintegrowany;integrate;บูรณาการ;متكامل;综合;
pa;intégrée;integrated;integriert;integrado;integrato;統合;integrado;zintegrowany;integrate;บูรณาการ;متكامل;综合;
pa;intégrées;integrated;integriert;integrado;integrato;統合;integrado;zintegrowany;integrate;บูรณาการ;متكامل;综合;
pa;intégrés;integrated;integriert;integrado;integrato;統合;integrado;zintegrowany;integrate;บูรณาการ;متكامل;综合;
pa;intermédiaire;intermediate;Intermediär;intermedio;intermedio;中間;intermediário;pośredni;intermediar;ตัวกลาง;وسيط;中间体;
pa;jour;day;Tag;día;giorno;日;dia;dzień;zi;วัน;اليوم;天;
pa;la nuit;at night;die Nacht;de noche;di notte;夜;à noite;w nocy;noaptea;ตอนกลางคืน;في الليل;夜间;
pa;le jour;the day;der Tag;el día;il giorno;日;o dia;dzień;ziua;วัน;اليوم;当天;
pa;le matin;in the morning;am Morgen;por la mañana;al mattino;午前中;de manhã;rano;dimineața;ในตอนเช้า;في الصباح;早上;
pa;le soir;in the evening;am Abend;por la noche;la sera;夕方;à noite;wieczorem;seara;ในตอนเย็น;في المساء;晚上;
pa;léger;light;leicht;luz;luce;ライト,軽度;luz;światło;lumină;แสง;الضوء;轻;
pa;légere;light;leicht;luz;luce;ライト;luz;światło;lumină;แสง;الضوء;轻;
pa;légère;slight;leicht;ligero;leggero;軽い;ligeiro;niewielki;ușoară;แสง;طفيف;微微;
